id,ret
85,"""关闭电源并拔下电源线；打开前盖板，取出空气滤网；在 10 秒内取下等离子滤网 <PIC>；用吸尘器清理污垢，污垢较难清理时可用温水冲洗；最后置于阴凉处晾干。注意不要使用 40℃ 以上热水；部分机型可能未配备等离子滤网。"", [""Manual01_32""]"
86,"""蒸汽清洁机组装无需专用工具：1. 从主机身背部取下主机身固定扣（部件15），将主机身底部滑入旋转拖头（部件18）颈部。<PIC> 2. 对齐旋转拖头颈部背部孔位与主机身孔位，将固定扣插入主机身背部孔位锁紧。<PIC> 3. 将手柄杆（部件4）插入主机身（部件7），直至听到“咔嗒”声到位。<PIC>"", [""Manual05_3"", ""Manual05_4"", ""Manual05_5""]"
87,"""实用功能：水箱可加自来水，也可用蒸馏水或去离子水；水过滤器可过滤矿物质和杂质、减少水垢；就绪指示灯亮起表示可使用；按下开关即可出蒸汽；旋转拖头可清洁狭小空间及橱柜下方；拖布可吸附蒸汽松动的污垢，并可重复使用、机洗。\n快速上手：先安装拖布 <PIC>；再用配套量杯加水，或按下水箱解锁扣取下水箱到水槽加水 <PIC>。注意不要加入任何化学药剂，水箱无水时切勿使用。清洁硬质地面前先扫地或吸尘，待就绪指示灯亮后，缓慢移动并按下开关出蒸汽；如需消毒，同一区域停留至少15秒但不超过20秒。"", [""Manual05_6"", ""Manual05_7""]"
88,"""清洁硬质地面前，先确认地面适用：可用于瓷砖、Vinyl 地板、复合地板、大理石、石材及封边木地板；不可用于未封边木地板，打蜡地板可能降低光泽度。首次使用请先在不显眼处测试。\n\n使用步骤：\n1. 先扫地或吸尘。\n2. 安装拖布：按下拖布释放扣，拉开挡板，装入拖布。<PIC>\n3. 加水：可用配套量杯加水，或按下水箱解锁扣取下水箱加水；不要添加任何化学药剂。<PIC>\n4. 就绪指示灯亮起后，缓慢移动清洁机，同时按下开关出蒸汽。\n5. 如需消毒，将蒸汽拖把置于该区域至少 15 秒，但不超过 20 秒。\n6. 不出蒸汽时，拔掉电源，取下水箱加水后继续清洁。首次使用可能需数秒才出蒸汽。"", [""Manual05_6"", ""Manual05_7""]"
89,"""组装涉及的部件包括：椅背、座椅、底座（C1、C2）、扶手×2、气杆、底盘、脚踏、连接件、脚轮×5、头枕、腰枕、扳手，以及螺丝/垫圈/橡胶圈/盖帽等配件。<PIC>"", [""Manual02_0""]"
90,"""大多数情况下，扶手和椅背的螺丝会在使用一段时间后松动，重新拧紧螺丝即可解决。"", []"
91,"""这款椅子的主要功能包括：高度调节、椅背后仰并可锁定、腰枕 USB 按摩功能；另外配有脚踏、头枕和腰枕。"", []"
92,"""洗碗机部件包括：台式（视型号而定）、上层喷淋臂、下层碗篮、下层喷淋臂、过滤器、控制面板、机门、洗涤剂盒、下层喷淋臂槽、餐具篮、专用盐箱盖、上层篮导轨、带支架的上层碗篮、风扇烘干系统（视型号而定）。<PIC>"", [""Dish_washer_08""]"
93,"""排水管可直接连接到排水孔或水槽排水口；连接点距地面高度应为最小 50 厘米、最大 100 厘米。将排水管平直连接，不得弯折，并牢固固定以防工作时脱落。排水管长度超过 4 米会导致洗涤不干净，且必须连接到污水系统，不得连接到地表水。<PIC>"", [""Manual06_2""]"
94,"""使用前请只使用洗碗机专用软化盐，建议颗粒或粉末状，勿用食盐等。步骤：1. 取出下层碗篮。2. 逆时针旋开盐箱盖。3. 首次使用前，向软水系统注入 1 升水。4. 用盐斗向盐箱加盐，必要时用勺子搅拌加速溶解；盐箱约可装 2 公斤。5. 加满后盖上并拧紧盖子。若加盐后不立即洗涤，请空载运行最短程序以溶解并冲散散落的盐。"", []"
95,"""请在即将运行机器前添加洗涤剂：1. 向右推动卡扣打开洗涤剂盒盖。2. 加入建议量的洗碗机专用粉末或块状洗涤剂；可按盒内 15cm³ 或 25cm³ 刻度添加，装满为 40cm³。若餐具残渣已干涸，可同时加满 5cm³ 小格。3. 轻轻按下盒盖，听到“咔嗒”声表示关紧。请勿加入溶剂。"", []"
96,"""在即将运行机器前添加洗涤块：1. 向右推动卡扣，打开洗涤剂盒盖。<PIC> 2. 将建议量的块状洗涤剂放入洗涤剂盒。<PIC> 3. 轻轻按下盒盖，听到“咔嗒”声表示已关紧。使用洗涤块时，请遵守洗涤剂生产商包装说明。"", [""Dish_washer_03"", ""Manual06_4""]"
97,"""亮碟剂可提高烘干效率并防止水渍/水垢，请仅使用洗碗机专用亮碟剂。先查看亮碟剂指示灯：常亮表示充足，熄灭则需添加。添加时按下卡扣打开亮碟剂盒盖（B），加注至 MAX 刻度线，再轻轻按下关闭盒盖，并擦净溢出的亮碟剂，以免产生泡沫、降低洗涤效果。<PIC> 使用时将亮碟剂剂量调节旋钮手动调至 1-6 之间；餐具洗后有污渍则调高剂量，手擦后有蓝色痕迹则调低剂量，出厂默认设置为 4。<PIC>"", [""Manual06_6"", ""Manual06_7""]"
98,"""不适合在洗碗机中清洗的物品包括：沾有烟灰、蜡烛残渣、抛光剂、染料、化学品等的餐具；铁制器具；带木质或骨质手柄、黏合部件、不耐热部件的银质餐具和刀具；铜和镀锡容器；带装饰的玻璃和光泽瓷器。瓷器装饰花纹、铝制和银质器具可能褪色或失去光泽，精致玻璃和水晶也可能逐渐失去光泽。"", []"
99,"""餐具篮为视型号而定的配件，用于更干净地清洗叉、勺等餐具。若您的型号配备餐具篮，可按图将上方格架放到餐具篮上。<PIC>"", [""Manual06_12""]"
100,"""手册未提供单独安装步骤；仅说明下层碗篮上的两根可折叠架丝可单独或同时折叠，按下卡扣（A）即可放下，以腾出更大空间。<PIC>"", [""Manual06_12""]"
101,"""手册说明的是满载上层篮高度调节：无需取出碗篮即可调节。升高：抓住上层篮一侧架丝向上提起，另一侧重复，并确保两侧处于同一水平。<PIC> 降低：按下碗篮调节机构上的卡扣降低碗篮，另一侧重复，并确保两侧处于同一水平。<PIC>"", [""Manual06_13"", ""Manual06_14""]"
102,"""定期检查进水管滤网和水管，必要时清洁：1. 关闭水龙头并拆下水管；2. 取出滤网后在自来水下清洁；3. 将清洁后的滤网装回水管原位；4. 将水管装回水龙头。<PIC>"", [""Manual06_22""]"
103,"""为保证高效运行，至少每周清洁一次喷淋臂。检查上层喷淋臂（2）的孔是否堵塞；若堵塞，向左旋转螺母拆下上层喷淋臂并清洁。安装时确保螺母拧紧。<PIC>"", [""Manual06_23""]"
104,"""拆除前请务必拔下设备插头。步骤：1. 双手握住设备上盖并向上拉起。<PIC> 2. 握住背部滤网盖把手并向前拉出。<PIC> 3. 拆除滤网上的塑料包装。<PIC> 4. 将滤网上下推入设备，确保贴合紧密。<PIC> 5. 装回滤网盖：先插入底部固定卡槽，再向前滑动卡入顶部卡槽。<PIC> 6. 将设备上盖滑回原位，确保标识朝前。<PIC> 安装完成后，长按控制面板上的“睡眠 + 自动”键 5 秒以上进行初始化。"", [""Manual03_0"", ""Manual03_1"", ""Manual03_2"", ""Manual03_3"", ""Manual03_4"", ""Manual03_5""]"
105,"""脚轮安装方法：1. 包装盒内有一小盒，内含 4 个脚轮和 8 颗螺丝。2. 用螺丝刀拆下空气净化器底部四个底座。3. 每个脚轮用两颗螺丝替换原底座。4. 保留拆下的底座和螺丝以备后续使用。注意：若滤盒内无脚轮盒，请联系客服。"", []"
106,"""手册列出的运行模式/功能包括：\n1. 常规运行：按开机键开机，按上下键选择风速；风速可在1档（F1）至18档（F18）之间调节。\n2. 自动运行：开机后按自动键选择；每按一次可在自动运行和常规运行间切换。特点是根据室内空气质量自动调节风速，智能自动运行期间不能手动调节风速。\n3. 涡轮风扇运行：在常规运行模式下，同时长按控制面板上下键3秒开启。特点是可更快净化室内空气；按下控制面板下键后风速调至18档，涡轮运行停止。\n4. 睡眠运行：开机后按睡眠键选择，按上下键可调风速F1-F18；再次按睡眠键恢复之前模式，关机后取消。特点是显示屏熄灭以免干扰睡眠，仅保留月亮图标，默认风速为1档。\n5. 自动关机功能：开机时长按睡眠键3秒以上，初始显示1小时；用上下键选择1至12小时，再长按睡眠键3秒以上确认。特点是到设定时间后自动关机，断电后预设时间会取消。"", []"
107,"""室内空气质量（IAQ）指示灯是环绕显示屏外缘的灯光，用于实时显示室内空气质量。设备会根据传感器检测到的细颗粒物浓度，用蓝、绿、黄、红四种颜色表示空气状态：蓝色好、绿色正常、黄色差、红色非常差。<PIC>"", [""Manual03_20""]"
108,"""清洁前务必拔下电源插头，勿通电清洁。建议每月清洁 1-2 次，灰尘较多地区可增加频率。外部：用温水或温和清洁剂浸湿的布擦拭外壳，再用软布擦干。内部：打开背部滤网盖并取出滤网，用吸尘器和湿毛巾清洁滤网仓内部。预过滤网每月清洁 1-2 次，更换滤网期间可用吸尘器或软刷清洁；滤网过脏请直接更换，切勿用水清洗滤网。"", []"
109,"""清洁前务必拔下电源插头。打开背部滤网盖并取出滤网，用吸尘器和湿毛巾清洁滤网仓内部。每月清洁设备及预过滤网 1-2 次，预过滤网可用吸尘器或软刷清洁；灰尘较多地区可增加频率。滤网过脏请直接更换，切勿用水清洗滤网。"", []"
110,"""当滤网更换指示灯亮红色时需更换，建议每 6–12 个月更换一次。步骤：1. 拔下电源，双手握住上盖向上拉起。<PIC> 2. 握住背部滤网盖把手并向前拉出。<PIC> 3. 取出旧滤网，将新滤网上下推入设备，确保贴合紧密。<PIC> 4. 装回滤网盖：先插入底部固定卡槽，再向前滑动卡入顶部卡槽。<PIC> 5. 将上盖滑回原位，确保标识朝前。<PIC> 6. 更换后长按控制面板上的“睡眠 + 自动”键 5 秒以上重置指示灯，红色滤网指示灯会熄灭。<PIC>"", [""Manual03_0"", ""Manual03_1"", ""Manual03_3"", ""Manual03_4"", ""Manual03_5"", ""Manual03_21""]"
111,"""清洁前请务必拔下电源插头。1 双手握住设备上盖并向上拉起。<PIC> 2 握住背部滤网盖把手并向前拉出。<PIC> 3 拆下设备右侧灰尘传感器盖。<PIC> 4 用蘸少量水的棉签擦拭灰尘传感器镜头和进风口，再用干净干棉签彻底擦干。<PIC> 5 装回灰尘传感器盖和滤网盖，将设备上盖标识朝前装回。请勿使用丙酮、酒精等强腐蚀性化学试剂擦拭传感器部件。"", [""Manual03_22"", ""Manual03_23"", ""Manual03_24"", ""Manual03_25""]"
112,"""长期存放前：晴天运行设备 1 小时，然后拔下电源插头，晾干设备内部；之后遮盖设备，并存放在干燥、无阳光直射的地方。"", []"
113,"""可查看手册“技术规格”部分及机身产品规格标签位置 <PIC>。该单车技术规格：最大使用者重量 136 千克（300 磅）；设备总占地面积 5670 平方厘米；机器重量 26.5 千克（58.4 磅）；尺寸约 105cm × 54cm × 141cm <PIC>；电源要求为 220V–240V 交流电、50Hz、0.4A；交流电源适配器符合 CE 认证，本产品符合固定式健身器材 EN ISO 20957 国际标准，S 级。"", [""Manual14_0"", ""Manual14_1""]"
114,"""启动/使用前请：阅读并理解完整手册和警告；确认单车已完全装配、所有配件紧固且部件装配正确；连接交流电源适配器；将单车放在坚固水平地面并调至水平稳固；每次使用前检查是否有零件松动或磨损，异常时请勿使用；穿橡胶底运动鞋和适合运动的衣物；调好并锁紧座椅，固定脚踏绑带。"", []"
115,"""这款健身单车的控制台可在运动时提供重要运动信息，并可控制阻力等级；配有带触控按键的显示屏，用于浏览运动程序。显示区包括程序曲线、强度、心率区间、目标完成情况、用户档案和成就提示。下部显示可显示速度、时间、距离、阻力等级、转速、心率和卡路里等数据。<PIC><PIC>"", [""Manual14_21"", ""exercise_bikes_02""]"
116,"""运动前主要调整座椅高度：脚掌中心对准脚踏板中心、踏板在前位时膝盖应微弯；腿太直或脚够不到就调低，膝盖弯曲过度就调高。调节时先下车，确认锁销完全卡入并拧紧，不要超过 STOP 限位标记。<PIC> 同时将脚踏绑带固定在鞋面上，确保脚尖和膝盖朝前。<PIC>"", [""Manual14_24"", ""Manual14_25""]"
117,"""轻松骑行类别包含 3 个预设运动程序：起伏山丘 <PIC>、公园骑行 <PIC>、轻松之旅 <PIC>。"", [""Manual14_27"", ""Manual14_28"", ""Manual14_29""]"
118,"""手册片段仅说明预设程序分为轻松骑行、山地、挑战三类，但未提供“山地”类别下的具体预设运动程序名称。"", []"
119,"""手册片段仅说明预设程序分为“轻松骑行、山地、挑战”类别，但未列出“挑战”类别下的具体预设运动程序。"", []"
120,"""编辑用户档案步骤：1. 在开机模式界面，按增加（♠）或减少（▼）按钮选择用户档案。2. 按确认按钮选择。3. 出现编辑提示和当前档案名称时，按确认开始编辑；如需退出，按暂停/结束。4. 编辑姓名：用增加/减少浏览字母和空格，用左/右切换字符段，按确认接受；姓名最多 10 个字符。5. 依次编辑年龄、体重、身高、性别：用增加/减少调节，每项完成后按确认。6. 设置扫描提示：选择运动数据显示方式“开启”或“关闭”，按确认。7. 编辑下部显示：用增加/减少隐藏或显示当前运动数据，用左/右切换项目，完成后按确认。8. 控制台返回已选择用户的开机模式界面。"", []"
121,"""可以参考手册的年龄目标心率区间图来设置。手册说明：燃脂目标通常为最大心率的 50–70%，并建议将心率维持在目标区间 20 分钟以上；HRC 程序可选择 50–60%、60–70%、70–80%、80–90% 最大心率区间，选择 80–90% 前请咨询医生。图中为基于年龄的通用建议，个人最佳目标心率可能更高或更低，请咨询医生确认。<PIC>"", [""Manual14_23""]"
122,"""体能测试程序用于评估体能水平提升：它将功率输出（瓦特）与心率对比，体能提升后，同样心率下功率输出会增加。测试需控制台能读取心率；开始时选择初级或高级，并根据用户档案的年龄、体重计算得分。测试中强度会逐渐增加，达到个人最大心率 75% 的测试区间后保持 3 分钟，再测量心率和功率输出，计算“体能得分”。该得分仅用于与自己的历史得分对比。"", []"
123,"""充电步骤：1. 插入电池组前，先将充电器插入合适的插座。2. 将电池组（K）插入充电器，确保完全就位；红色充电指示灯持续闪烁表示开始充电。<PIC> 3. 红色指示灯常亮表示充电完成，电池组已充满，可使用或留在充电器中。"", [""Manual11_2""]"
124,"""DCB101 指示灯标识包括：电池组充电中 <PIC>、电池组已充满 <PIC>、过热/过冷延迟 <PIC>、电池组或充电器故障 <PIC>、电源故障 <PIC>。"", [""drill0_08"", ""drill0_09"", ""drill0_10"", ""drill0_11"", ""drill0_12""]"
126,"""安装钻头或其他附件到单套无键夹头：1. 关闭工具并断开电源。<PIC> 2. 一手握住夹头黑色套筒，另一手固定工具，逆时针旋转套筒，直到开口足够放入附件。<PIC> 3. 将附件插入夹头约 3/4 英寸（19 毫米），一手顺时针旋转夹头套筒紧固，另一手握住工具，确保附件紧固。<PIC> 注意：不要通过握住夹头前部并启动工具来拧紧附件。"", [""drill0_01"", ""drill0_02"", ""drill0_03""]"
127,"""安装前确保电池组已充满电。安装：将电池组（K）对准工具手柄内的导轨，滑入手柄，直到牢固就位且不会松脱。拆卸：按下电池释放按钮（J），将电池组从工具手柄中平稳拔出。<PIC>"", [""Manual11_8""]"
128,"""使用腰带挂钩和批头夹时注意：调整或拆装前，先关闭工具并取下电池组；不要将工具悬挂在高处，也不要在腰带挂钩上悬挂物体，仅可挂在工作腰带上；确保固定螺钉拧紧；安装或更换时仅使用随附螺钉（H），并务必拧紧。<PIC>"", [""Manual11_7""]"
129,"""手册片段提到可配备/使用的附件包括：钻头或其他附件；腰带挂钩（G）和批头夹（I，批头夹另售），可用随附螺钉（H）安装在工具任意一侧。进行砌体或冲击钻孔时，应使用额定冲击钻孔的硬质合金或砌体钻头。<PIC>"", [""drill0_14""]"
130,"""手册片段未说明“三年有限保修”的具体覆盖内容；仅说明除保修外还享有：购买后第一年内免费维护工具并更换正常使用造成的磨损部件；指定电池组享2年免费服务；其他电池组享3年免费服务。电池组若被擅自改装，产品保修失效。"", []"
131,"""包装盒内应包含：配有小号表带的手表 <PIC>、充电线 <PIC>、额外大号表带 <PIC>。"", [""fitness_trackers_01"", ""fitness_trackers_02"", ""fitness_trackers_03""]"
132,"""为健身追踪器充电：1. 将充电线插入电脑USB端口、UL认证的USB墙充充电器或其他低功耗充电设备。2. 将充电线另一端靠近手表背面的充电接口，直至磁吸吸附，并确保充电线金属触点与手表背面接口对齐。<PIC> 充电时可轻点屏幕两次或按下按钮点亮屏幕；完全充满约需1-2小时，充电12分钟可续航24小时。"", [""Manual16_1""]"
133,"""不运动时，将健身追踪器佩戴在腕骨上方一指宽的位置。<PIC> 运动时，可将表带向上移动，以获得更贴合的佩戴效果；手表应戴在手腕正面，并确保设备背面与皮肤接触。<PIC>"", [""Manual16_4"", ""Manual16_5""]"
134,"""将底部表带穿入顶部表带的第一个环扣 <PIC>；收紧到舒适贴合后，将表扣钉按入表带孔中 <PIC>；再把松散端穿入第二个环扣，使其平整贴在手腕上 <PIC>。如果太紧，请松开；佩戴时应留有空隙，可在手腕上轻微移动。若小号表带用到最后两个孔，建议更换大号表带。"", [""Manual16_6"", ""Manual16_7"", ""Manual16_8""]"
135,"""拆卸表带：1. 将健身追踪器翻面，找到表带卡扣。<PIC> 2. 松开卡扣，将扁平按钮向表带方向滑动。3. 轻轻将表带从手表上拔下。<PIC> 4. 另一侧重复操作。"", [""Manual16_9"", ""Manual16_10""]"
136,"""操作健身追踪器界面可按以下方式：主屏幕为时钟界面；轻点屏幕、左右上下滑动或按下按钮进行操作。向下滑动查看快捷设置，向上滑动查看通知，左右滑动查看功能卡片。<PIC> 按下按钮可打开应用菜单或返回时钟界面；在时钟界面按下按钮可打开已安装应用列表。<PIC> 长按时钟界面可切换已保存的表盘。"", [""Manual16_12"", ""Manual16_13""]"
137,"""健身追踪器可显示手机的来电、短信、日历和应用通知；收到通知时手表会震动，可即时查看或稍后查看。<PIC> 它最多可存储30条通知，可展开、清除单条或全部清除；也可关闭特定通知或关闭所有通知。<PIC> 与手机配对后，还可在手表上接听或拒接来电。<PIC>"", [""Manual16_28"", ""Manual16_29"", ""Manual16_30""]"
138,"""健身追踪器会在你每晚睡觉时记录皮肤温度，并显示其与个人基准的差异，帮助你识别身体变化和趋势。你需要佩戴健身追踪器睡觉 3 晚，才能看到个人皮肤温度基准。查看方法：打开手机上的健身追踪器应用，在“今日”页面点击“温度”卡片。"", []"
139,"""在健身追踪器上打开运动应用，选择运动类型并点击播放开始追踪；运动中可查看心率、消耗卡路里、耗时等实时数据。运动结束后，手表会显示运动摘要；在健身追踪器应用的运动卡片中可查看完整运动数据，若使用 GPS 还可查看运动强度地图。设备也可自动识别并记录许多持续至少 15 分钟的高强度活动；开启步行、跑步或骑行检测后，识别到相应运动时会自动打开运动应用。"", []"
140,"""手册片段未说明健身追踪器测量心率的具体原理。手册仅说明：它会使用心率储备（最大心率与静息心率之差）来个性化设置你的心率区间，并可在运动时查看心率和心率区间。"", []"
141,"""先确保已在健身追踪器应用中添加至少1张合作银行的信用卡或借记卡，并佩戴健身追踪器。在支持非接触式支付标志的商店 <PIC>：1. 打开健身追踪器上的钱包或支付应用（可双击按钮快速访问）。2. 如提示，输入4位手表PIN码，屏幕会显示默认卡 <PIC>。3. 使用默认卡时，将手腕靠近支付终端；使用其他卡时，滑动选择卡片后再将手腕靠近终端。支付成功时，健身追踪器会震动并显示确认信息。"", [""Manual16_46"", ""Manual16_47""]"
142,"""可能遇到的问题及处理：1. 心率信号丢失：屏幕显示虚线 <PIC>。请确认佩戴正确，可上下移动手表或收紧/放松表带，确保与皮肤接触；手臂静止伸直片刻后通常可恢复。2. GPS信号丢失/搜索：高楼、茂密森林、陡峭山坡和厚云层可能干扰GPS；开始运动前等待找到信号。搜索时顶部显示旋转GPS图标 <PIC>；运动中丢失时图标变红，手表会尝试重新连接 <PIC>。3. 无法同步、无法响应轻点/滑动/按钮、无法追踪步数或其他数据、无法显示通知：请重启手表。4. 电量严重不足（8%或更低）：屏幕亮度、震动等功能会受限，GPS追踪、EDA传感器、常亮显示、语音助手、快捷回复可能无法使用；为健身追踪器充电后即可使用或调整这些功能 <PIC>。"", [""Manual16_48"", ""Manual16_49"", ""Manual16_50"", ""Manual16_22""]"
144,"""可在健身追踪器应用中开启设备锁：进入应用的“今日”页面，点击左上角图标 > 健身追踪器卡片 > 设备锁。开启后，解锁手表需输入个人 4 位 PIN 码。若已设置非接触式支付，设备锁会自动开启且必须设置密码。"", []"
145,"""1. 请勿在冰箱顶部放置重物或装液体的物品。\n2. 请勿倚靠或悬挂在冰箱门体及搁架上。\n3. 防止儿童进入产品内部。\n4. 开关冰箱门时请小心。\n5. 请勿将冰箱安装在潮湿环境中。"", []"
146,"""前五条注意事项：1. 请勿让电源插头朝上或被挤压在冰箱冰柜背面。2. 安装过程中拔下插头后推入冰箱时，防止电源线被挤压或弯折。3. 请勿让重物挤压或弯折电源线。4. 请勿延长或改装电源插头长度。5. 清洁、操作或更换冰箱冰柜内部灯泡时，请拔下电源插头。"", []"
153,"""使用/加油时注意：加油前务必关闭发动机 <PIC>；加油时严禁吸烟或靠近明火 <PIC>；不要让燃油洒在发动机或消音器上，溢出应立即擦拭；切勿加注至燃油滤清器顶部以上，加油后务必拧紧油箱盖 <PIC>。如吞入燃油、吸入燃油蒸汽或燃油入眼，请立即就医；燃油溅到皮肤或衣物上，应立即用肥皂水清洗并更换衣物。操作或运输时保持机身直立，防止燃油泄漏 <PIC>；运输时还要拧紧油箱盖通气旋钮。"", [""generator_20"", ""generator_21"", ""generator_14"", ""generator_03""]"
154,"""发动机运行后，发动机及消音器温度极高：检修或维修时，必须等其冷却后再接触，切勿让身体或衣物触碰。<PIC> 同时，将发电机放在行人或儿童不易触碰处；运行时排气口附近不要放易燃物；与建筑物或其他设备至少保持1米距离；不要在防尘罩覆盖下运行；搬运时仅通过提手搬运。"", [""generator_11""]"
155,"""日常使用中应：切勿在雨雪中运行发动机 <PIC>；切勿湿手触碰发电机 <PIC>；务必对发电机接地，并使用足够载流量的接地导线 <PIC><PIC>；避免将发电机接入市电插座，避免与其他发电机并联使用 <PIC>；如需接入建筑物电气系统，必须由持证电工安装隔离（转换）开关。"", [""Manual18_12"", ""Manual18_13"", ""Manual18_14"", ""Manual18_15"", ""Manual18_16""]"
156,"""供油时：先确认油箱盖通气旋钮已从拧紧位置逆时针旋转1圈，使燃油可流向化油器；然后将燃油开关旋钮置于“开启”位置。<PIC> 若燃油开关旋钮无法转动，取下盖板①，使用内部燃油开关拨杆供油。<PIC>"", [""Manual18_19"", ""Manual18_20""]"
157,"""每次使用前应检查燃油：确认油箱内燃油充足，使用无铅汽油；油箱容量总计 2.5 升。发动机适用泵法辛烷值 86 及以上或研究法辛烷值 91 及以上的普通无铅汽油。加油时不要加注至燃油滤清器顶部以上，防止受热膨胀后溢出；若有溢油应立即擦拭。加油后务必拧紧油箱盖。<PIC><PIC><PIC>"", [""generator_12"", ""generator_13"", ""generator_14""]"
158,"""1. 按住油箱盖防止转动，将通气旋钮逆时针旋转1圈，打开油箱通气口。<PIC> 2. 将燃油开关旋钮置于“开启”位置。<PIC>"", [""Manual18_26"", ""Manual18_27""]"
159,"""连接交流电时请注意：切勿在雨雪中运行发动机 <PIC>；切勿湿手触碰发电机 <PIC>；务必使用足够载流量的接地导线对发电机接地 <PIC><PIC>。避免将发电机接入市电插座，避免与其他发电机并联；若接入建筑物电气系统，必须由持证电工安装隔离（转换）开关 <PIC>。连接前确认所有电气设备、线路及插头状态良好，插入插头前关闭所有电气设备，并确保总负载和插座负载电流在额定范围内。"", [""Manual18_12"", ""Manual18_13"", ""Manual18_14"", ""Manual18_15"", ""Manual18_16""]"
160,"""发电机上的两种开关/保护器主要是：\n1. 经济控制开关：置于Ⅰ（开启）时，会根据外接负载调节发动机转速，以降低油耗和噪音；置于○（关闭）时，发动机始终以额定转速5000转/分钟运行。使用压缩机、潜水泵等启动电流较大的设备时，必须置于○（关闭）。<PIC>\n2. 直流保护器：当负载超过发电机额定输出时会自动断开；断开后应降低负载至额定输出范围内，按下即可复位。若再次断开，请咨询发电机经销商。<PIC>"", [""generator_07"", ""generator_08""]"
161,"""请在指定位置记录产品识别码和序列号，以便订购零配件；同时另行妥善保管这些识别码，以防机器被盗。<PIC> 机器序列号标注在图示位置。<PIC>"", [""Manual18_0"", ""Manual18_1""]"
162,"""充电时务必关闭经济控制开关；确保电池接线正确、通气软管连接正确且无损坏或堵塞。若直流保护器断开，请将负载降至发电机额定输出范围内；若再次断开，请咨询发电机经销商。按下即可复位直流保护器。<PIC>"", [""Manual18_38""]"
163,"""每次使用前都应检查发动机机油：打开机油加注口，确认机油油位处于机油加注口的上限位置；如不足，应添加至上限。<PIC><PIC> 注意：发电机出厂时未加注发动机机油，必须先加注，否则无法启动。推荐机油等级为 API 标准 SE 级或 SF 级。"", [""generator_17"", ""generator_18""]"
164,"""最后三个步骤是：5. 缓慢拉动反冲启动器至啮合位置，然后快速拉动；6. 发动机启动后进行暖机，直到阻风门旋钮推回原位发动机也不会熄火；7. 将阻风门旋钮推回原位。"", []"
165,"""发电机直流额定电压为12V。正确充电步骤：1）务必关闭经济控制开关；2）将充电线在提手上缠绕2至3圈，并插入直流插座；3）启动发动机后再连接电池，红线夹接电池正极（+），黑线夹接电池负极（-），切勿接反；4）按下直流保护器进行充电。<PIC> 若直流保护器断开，先将负载降至发电机额定输出范围内，再按下复位；若再次断开，请咨询发电机经销商。<PIC> 充电时严禁吸烟，远离火花、明火；保持通风，佩戴护目镜，避免接触电解液，并放在儿童接触不到的地方。电池充满时电解液比重为1.26至1.28，建议每小时检查一次。<PIC>"", [""Manual18_37"", ""Manual18_38"", ""Manual18_39""]"
166,"""停机步骤：先关闭所有电气设备，并将经济控制开关置于○（关闭）位置。<PIC> 1. 断开所有电气设备。<PIC> 2. 将发动机开关置于“停止”位置。<PIC> 3. 将燃油开关旋钮置于“关闭”位置。<PIC> 4. 顺时针拧紧油箱盖通气旋钮至手指拧紧状态。<PIC>"", [""generator_22"", ""generator_23"", ""generator_24"", ""Manual18_40"", ""Manual18_41""]"
167,"""开始保养前先停机。火花塞应定期拆下检查：取下盖板，检查是否变色并清除积碳；标准电极颜色为黄褐色 <PIC>。检查火花塞型号及间隙：标准火花塞为 CR6HSB（NGK），间隙为 0.7–0.8 mm <PIC>。检查、调整并清洁，必要时更换；安装火花塞时扭矩为 12.5 N·m <PIC>，最后装回盖板。"", [""Manual18_44"", ""Manual18_45"", ""Manual18_47""]"
168,"""前六个步骤：1. 将机器放置在水平面上，暖机数分钟，然后停机，将燃油开关旋钮置于“关闭”位置，并顺时针拧紧油箱盖通气旋钮。2. 取下盖板①。<PIC> 3. 从发电机底部拆下放油接头①，打开机油加注口盖。<PIC> 4. 将放油接头①安装到机油加注口。<PIC> 5. 在发动机下方放置接油盘，倾斜发电机将机油完全排空。<PIC> 6. 添加发动机机油至上限位置（① 上限）。<PIC>"", [""Manual18_49"", ""Manual18_50"", ""generator_25"", ""generator_26"", ""Manual18_51""]"
169,"""空气滤清器正确步骤：1. 取下盖板①。<PIC> 2. 松开固定空气滤清器盖的卡箍。<PIC> 3. 取下空气滤清器盖及滤芯④。4. 用溶剂清洗滤芯并晾干。5. 给滤芯上油并挤出多余机油，滤芯应湿润但不滴油；推荐使用泡沫空气滤清器专用油或 SAE 20号发动机油。注意：请勿拧绞滤芯，以免撕裂；使用溶剂时严禁吸烟或靠近明火。6. 将滤芯装入空气滤清器，确保滤芯密封面与空气滤清器贴合，无漏气。<PIC> 7. 将空气滤清器盖装回原位并安装卡箍。8. 安装盖板。注意：发动机严禁无滤芯运行，否则会导致活塞及气缸过度磨损。"", [""Manual18_62"", ""Manual18_63"", ""Manual18_64""]"
170,"""发动机无法启动时，请按手册检查：1. 油箱无油：添加燃油。2. 油箱有油：确认油箱盖通气旋钮已“开启”（逆时针旋转1圈）、燃油开关旋钮在“开启”。3. 燃油管路堵塞：清洁燃油管路；化油器堵塞：清洁化油器。4. 机油液位低：添加发动机机油；发电机出厂时未加注机油，必须加注机油，否则无法启动。5. 如仍无法启动，检查火花塞、燃油管路和空气滤清器；必要时清洁、更换或咨询 Yamaha 经销商。"", []"
