id,lang,question,gpt55_product,gpt55_manual,current_agent_type,current_product,current_manual,same_agent,same_product,same_manual,match,current_reason,gpt55_time,current_time
208,zh,如何为蓝牙激光鼠标安装电池？,蓝牙激光鼠标,蓝牙激光鼠标手册,expert,蓝牙激光鼠标,蓝牙激光鼠标手册,True,True,True,True,规则命中产品手册,2026-05-25T19:34:47,2026-06-04T23:04:24
209,zh,如何为蓝牙激光鼠标安装WIDCOMM蓝牙驱动程序？,蓝牙激光鼠标,蓝牙激光鼠标手册,expert,蓝牙激光鼠标,蓝牙激光鼠标手册,True,True,True,True,规则命中产品手册,2026-05-25T19:35:04,2026-06-04T23:05:33
210,zh,如何为蓝牙激光鼠标卸载WIDCOMM蓝牙驱动程序？,蓝牙激光鼠标,蓝牙激光鼠标手册,expert,蓝牙激光鼠标,蓝牙激光鼠标手册,True,True,True,True,规则命中产品手册,2026-05-25T19:35:14,2026-06-04T23:07:30
211,zh,如何在Windows系统中为蓝牙激光鼠标设置快速配对？,蓝牙激光鼠标,蓝牙激光鼠标手册,expert,蓝牙激光鼠标,蓝牙激光鼠标手册,True,True,True,True,规则命中产品手册,2026-05-25T19:35:26,2026-06-04T23:08:18
212,zh,如何通过WIDCOMM蓝牙驱动程序为蓝牙激光鼠标设置配对？,蓝牙激光鼠标,蓝牙激光鼠标手册,expert,蓝牙激光鼠标,蓝牙激光鼠标手册,True,True,True,True,规则命中产品手册,2026-05-25T19:35:45,2026-06-04T23:08:51
213,zh,如何查看蓝牙激光鼠标的电量状态？,蓝牙激光鼠标,蓝牙激光鼠标手册,expert,蓝牙激光鼠标,蓝牙激光鼠标手册,True,True,True,True,规则命中产品手册,2026-05-25T19:36:28,2026-06-04T23:10:05
214,zh,如何首次为蓝牙激光鼠标使用该驱动程序？,蓝牙激光鼠标,蓝牙激光鼠标手册,expert,蓝牙激光鼠标,蓝牙激光鼠标手册,True,True,True,True,规则命中产品手册,2026-05-25T19:36:41,2026-06-04T23:10:22
215,zh,如何将蓝牙激光鼠标与其他人机接口设备相连接？,蓝牙激光鼠标,蓝牙激光鼠标手册,expert,蓝牙激光鼠标,蓝牙激光鼠标手册,True,True,True,True,规则命中产品手册,2026-05-25T19:37:01,2026-06-04T23:11:07
216,zh,如何拆卸烤箱门？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:45:03,2026-06-04T23:11:24
217,zh,如何安装烤箱门？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:45:14,2026-06-04T23:11:26
218,zh,如何移动烤箱的顶部加热元件（仅限部分型号）？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:45:25,2026-06-04T23:12:21
219,zh,如何更换烤箱的后部灯（如有）？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:45:39,2026-06-04T23:12:37
220,zh,如何使用烤箱的接油盘？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:45:53,2026-06-04T23:13:27
221,zh,如何清洁烤箱外部？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:46:04,2026-06-04T23:13:31
222,zh,如何使用烤箱的烤架？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:46:26,2026-06-04T23:13:32
223,zh,烤箱的催化侧面板有什么作用？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:46:40,2026-06-04T23:14:46
224,zh,如何使用烤箱的烤盘？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:46:58,2026-06-04T23:14:46
225,zh,如何使用烤箱的烤架烤盘套装？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:47:12,2026-06-04T23:14:59
226,zh,如何使用烤箱的油脂过滤器？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:47:22,2026-06-04T23:16:08
227,zh,如何使用烤箱的滑动搁架？,烤箱,烤箱手册,expert,烤箱,烤箱手册,True,True,True,True,规则命中产品手册,2026-05-25T19:47:34,2026-06-04T23:17:15
228,zh,如何为混合即时相机安装肩带？,相机,相机手册,expert,相机,相机手册,True,True,True,True,规则命中产品手册,2026-05-25T19:47:47,2026-06-04T23:17:47
229,zh,如何为混合即时相机装入电池？,相机,相机手册,expert,相机,相机手册,True,True,True,True,规则命中产品手册,2026-05-25T19:47:59,2026-06-04T23:18:06
230,zh,如何为混合即时相机装入相纸盒？,相机,相机手册,expert,相机,相机手册,True,True,True,True,规则命中产品手册,2026-05-25T19:48:14,2026-06-04T23:18:36
231,zh,如何为混合即时相机取出用完的相纸盒？,相机,相机手册,expert,相机,相机手册,True,True,True,True,规则命中产品手册,2026-05-25T19:48:25,2026-06-04T23:19:07
232,zh,如何设置混合即时相机的自动打印模式？,相机,相机手册,expert,相机,相机手册,True,True,True,True,规则命中产品手册,2026-05-25T19:48:34,2026-06-04T23:19:27
233,zh,如何设置混合即时相机的手动打印模式（初始设置）？,相机,相机手册,expert,相机,相机手册,True,True,True,True,规则命中产品手册,2026-05-25T19:48:49,2026-06-04T23:19:51
234,zh,如何使用混合即时相机拍摄照片？,相机,相机手册,expert,相机,相机手册,True,True,True,True,规则命中产品手册,2026-05-25T19:49:00,2026-06-04T23:20:38
241,en,"If this is the first time to use airfryer, What should I do before first use?",Airfryer,英文汇总手册,expert,Airfryer,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:49:10,2026-06-04T23:20:43
242,en,How to find the approval label of emission control certificate of the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:49:20,2026-06-04T23:21:28
243,en,How do I use the battery conversion feature before sailing?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T19:49:47,2026-06-04T23:21:52
244,en,How the ship steers?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,False,True,False,全局RAG候选片段辅助命中产品手册,2026-05-25T19:50:06,2026-06-04T23:22:23
245,en,What should I do if face over temperature warning on the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:50:17,2026-06-04T23:22:37
246,en,"If I want to listen to music on my phone, how do I turn on the sound system?",Active Noise Canceling Truly Wireless Earphones,英文汇总手册,expert,Active Noise Canceling Truly Wireless Earphones,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T19:50:37,2026-06-04T23:22:56
247,en,How do I use the storage compartments if I want to store wet items while on board?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:50:57,2026-06-04T23:23:38
248,en,How to open the battery compartment when manipulating the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:51:07,2026-06-04T23:23:51
249,en,How to install an anchor light while the boat is moving?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:51:27,2026-06-04T23:23:54
250,en,How do I use the jet wash function to clean the boat after using it?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:51:46,2026-06-04T23:23:56
251,en,How do I turn on or off the water supply button on my boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:52:04,2026-06-04T23:24:33
252,en,How to remove the bimini top of the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:52:40,2026-06-04T23:25:40
253,en,How do I install a bimini top on my boat if I want to use the canopy?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:52:58,2026-06-04T23:25:43
254,en,How to store the bimini top in the upright position of the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:53:07,2026-06-04T23:25:58
255,en,"When I am sailing, how do I check the engine oil level to ensure continued sailing?",2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T19:53:27,2026-06-04T23:26:16
256,en,How can I use the bilge pump of the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:53:41,2026-06-04T23:26:28
257,en,How to perform anchor light switch check while sailing?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T19:54:01,2026-06-04T23:26:52
258,en,"When I want to start the boat, how do I turn on the boat's engine to get the machine started?",2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:54:11,2026-06-04T23:26:46
259,en,How do I turn a boat while sailing?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:54:23,2026-06-04T23:27:02
260,en,How to operate the boat cross wakes and swells?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:54:35,2026-06-04T23:27:06
261,en,How do I load the boat when the cruise is over?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:54:50,2026-06-04T23:27:30
262,en,How to flush the cooling system of the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:55:02,2026-06-04T23:27:35
263,en,How to replace the fuse of the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:55:20,2026-06-04T23:27:49
264,en,How to check the engine oil level of the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:55:36,2026-06-04T23:27:49
265,en,How to use the energy saving mode of a coffee machine?,Espresso,英文汇总手册,expert,Espresso,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:55:56,2026-06-04T23:28:12
266,en,How to change the default setting of the energy saving mode?,Espresso,英文汇总手册,expert,Espresso,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:56:08,2026-06-04T23:28:13
267,en,How to program the water valume of a coffee machine?,Espresso,英文汇总手册,expert,Espresso,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:56:24,2026-06-04T23:28:36
268,en,"How should I do if I want to empty the system before not in use, for frost protection or before maintenance?",Espresso,英文汇总手册,expert,Espresso,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:56:41,2026-06-04T23:29:13
269,en,How should I do if I want to reset to factory settings of the coffee machine?,Espresso,英文汇总手册,expert,Espresso,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:56:52,2026-06-04T23:29:38
270,en,How should I clean my coffee maker after I use it so that it can last longer?,Espresso,英文汇总手册,expert,Espresso,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:57:04,2026-06-04T23:29:40
271,en,How to open the swim platform of the boat\uff1f,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:57:22,2026-06-04T23:29:45
272,en,How to open the livewell and add water on the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:57:36,2026-06-04T23:30:15
273,en,What is the maintenance setting screen of the boat controller?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:57:49,2026-06-04T23:30:31
274,en,"In the boat's steering position, what does the factory reset screen show?",2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:57:59,2026-06-04T23:31:01
275,en,What is the trip screen shown?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T19:58:21,2026-06-04T23:31:22
276,en,"When I am ready to sail, if everything is ready, how do I make the boat move forward?",2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:58:36,2026-06-04T23:31:25
277,en,How do I check the boat's steering system when I'm driving it?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:58:55,2026-06-04T23:31:42
278,en,How should fire extinguishers be stored on board and where should they be placed?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:59:09,2026-06-04T23:32:14
279,en,How to care the throttle-cable of the boat?,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,expert,2021 Boat 210FSH SPORT 210FSH DELUXE,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T19:59:21,2026-06-04T23:32:38
280,en,How do I charge the camera battery when I'm not using it?,相机,相机手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,False,False,False,全局RAG候选片段辅助命中产品手册,2026-05-25T19:59:45,2026-06-04T23:33:07
281,en,How to install the camera battery when another one is power off?,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:00:09,2026-06-04T23:33:18
282,en,How do I connect the camera using a household power socket?,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:00:38,2026-06-04T23:33:33
283,en,How do you mount the lens of a camera when preparing for photography?,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:00:50,2026-06-04T23:33:33
284,en,How do you install the card into a camera before photography?,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:01:24,2026-06-04T23:34:03
285,en,Have you ever wondered how to remove the camera shutter button? Understanding this process can enhance your photography experience and allow for quick repairs!,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:01:35,2026-06-04T23:33:57
286,en,How do I replace the camera's date/time battery?,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:01:53,2026-06-04T23:34:22
287,en,How to set an off-center subject mode of a camera?,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:02:11,2026-06-04T23:34:43
288,en,"Before taking photos, we need to know How to use the eyepiece cover of the camera?","Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:02:25,2026-06-04T23:34:37
289,en,How do I select the AF Mode when before taking a picture?,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:02:37,2026-06-04T23:34:39
290,en,"How to set the camera model to \""P\"" model?",相机,相机手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,False,False,False,全局RAG候选片段辅助命中产品手册,2026-05-25T20:03:03,2026-06-04T23:35:25
291,en,"After or during shooting, how can I view the camera image on TV for better clarity?","Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:03:22,2026-06-04T23:35:36
292,en,How can I delete a single image from my camera if I don't like the photo?,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:03:41,2026-06-04T23:35:50
293,en,How can I erase all images from my camera if I don't like these.,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:03:59,2026-06-04T23:35:53
294,en,How do I print photos using the camera's CP direct method after taking them?,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,expert,"Digital, single-lens reflex, AF/AE camera",英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:04:16,2026-06-04T23:36:30
295,en,How do you set up the camera to fine tune the model when using it?,Camera Installation Guide,英文汇总手册,expert,Camera Installation Guide,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:04:45,2026-06-04T23:36:38
296,en,"After the earphones is in my hand, what are the components I should have?",Active Noise Canceling Truly Wireless Earphones,英文汇总手册,expert,Active Noise Canceling Truly Wireless Earphones,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:05:03,2026-06-04T23:36:51
297,en,"If the case battery of earphones is low, how can I charge is?",Active Noise Canceling Truly Wireless Earphones,英文汇总手册,expert,Active Noise Canceling Truly Wireless Earphones,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:05:13,2026-06-04T23:37:12
298,en,"When bluetooth are pairing and connecting, what scenarios I might encounter?",Active Noise Canceling Truly Wireless Earphones,英文汇总手册,expert,Active Noise Canceling Truly Wireless Earphones,英文汇总手册,True,True,True,True,全局RAG候选片段辅助命中产品手册,2026-05-25T20:05:30,2026-06-04T23:37:29
299,en,What are the two main controling functions of earphones?,Active Noise Canceling Truly Wireless Earphones,英文汇总手册,expert,Active Noise Canceling Truly Wireless Earphones,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:05:40,2026-06-04T23:37:48
300,en,"Besides the two main controling functions, what other functions of the earphones can I operate?",Active Noise Canceling Truly Wireless Earphones,英文汇总手册,expert,Active Noise Canceling Truly Wireless Earphones,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:05:58,2026-06-04T23:38:07
301,en,"If my earphones won't work, how can I reset them?",Active Noise Canceling Truly Wireless Earphones,英文汇总手册,expert,Active Noise Canceling Truly Wireless Earphones,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:06:10,2026-06-04T23:38:10
302,en,What are the maintenance and care policies of the earphones?,Active Noise Canceling Truly Wireless Earphones,英文汇总手册,expert,Active Noise Canceling Truly Wireless Earphones,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:06:20,2026-06-04T23:38:11
303,en,"From three different observing views, what buttons and interfaces should this eReader have?",E Reader,英文汇总手册,expert,E Reader,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:06:42,2026-06-04T23:38:40
304,en,What do the functions of Main Menu and Browser History of the eReader can do?,E Reader,英文汇总手册,expert,E Reader,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:07:03,2026-06-04T23:38:51
305,en,"When in eBook mode of this eReader, what will happen after pressing \""M\"" botton?",E Reader,英文汇总手册,expert,E Reader,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:07:18,2026-06-04T23:38:55
306,en,"If I want to listen to music using this eReader, what should I do?",E Reader,英文汇总手册,expert,E Reader,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:08:01,2026-06-04T23:39:26
307,en,"Can this eReader record voice? If so, how do I operate this feature?",E Reader,英文汇总手册,expert,E Reader,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:08:12,2026-06-04T23:41:04
308,en,"I can't find the way to play video using this eReader, can you tell me how to do that?",E Reader,英文汇总手册,expert,E Reader,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:08:26,2026-06-04T23:41:44
309,en,"Can this eReader become a photo viewer? If so, how do I operate this feature?",E Reader,英文汇总手册,expert,E Reader,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:08:43,2026-06-04T23:43:08
310,en,"When using this eReader, what kinds of trobles might I encounter and how to solve them?",E Reader,英文汇总手册,expert,E Reader,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:08:55,2026-06-04T23:43:13
311,en,"When connecting the fax, hwo can I properly finish the procedure?",MFC-J6955DW,英文汇总手册,expert,MFC-J6955DW,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:09:09,2026-06-04T23:43:35
312,en,What should I pay attention to in order to ensure my safety when using this fax?,MFC-J6955DW,英文汇总手册,expert,MFC-J6955DW,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:09:19,2026-06-04T23:44:03
313,en,"In order to keep your fingers safe, what should you pay attention to about the fax?",MFC-J6955DW,英文汇总手册,expert,MFC-J6955DW,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:09:35,2026-06-04T23:44:10
314,en,I'm about to move this fax. Is there anything I should pay attention to?,MFC-J6955DW,英文汇总手册,expert,MFC-J6955DW,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:09:53,2026-06-04T23:44:22
315,en,"Are caution or warning labels inside the fax important? If not, can I remove them?",MFC-J6955DW,英文汇总手册,expert,MFC-J6955DW,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:10:02,2026-06-04T23:44:45
316,en,"If I'm in Canada, is there any statement of the fax vailable in my country?",MFC-J6955DW,英文汇总手册,expert,MFC-J6955DW,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:10:12,2026-06-04T23:45:06
317,en,"When using the grill, how to connect regulator to the LP Tank?",Grill,英文汇总手册,expert,Grill,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:10:23,2026-06-04T23:45:18
318,en,"To engure my safety when using the grill, how to do leak testing on valves, hose and regulatol?",Grill,英文汇总手册,expert,Grill,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:10:40,2026-06-04T23:45:45
319,en,What should I pay attention to on ablout indirect cooking using the grill?,Grill,英文汇总手册,expert,Grill,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:10:53,2026-06-04T23:45:53
320,en,What are the first three steps in assembly process of the grill according to the manual?,Grill,英文汇总手册,expert,Grill,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:11:06,2026-06-04T23:45:58
321,en,Can you share me some safety tips using the grill?,Grill,英文汇总手册,expert,Grill,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:11:20,2026-06-04T23:46:35
322,en,What are identification numbers of my jetski? I don't understand that.,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:11:37,2026-06-04T23:46:36
324,en,I've heard that my jetski has cruising limitations. Please introduce them.,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:12:05,2026-06-04T23:47:26
325,en,What are the operation requirements if I want to use my jetski?,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:12:19,2026-06-04T23:47:26
326,en,What kinds of watercraft characteristics does my jetski have?,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:12:29,2026-06-04T23:47:54
327,en,"When encountering vessels driving my jetski, what rules should I obey?",2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:12:45,2026-06-04T23:47:58
328,en,"I'd like to remove and install the seat of my jetski, what steps should I follow?",2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:13:00,2026-06-04T23:48:00
329,en,"In daily usage, how to open and close the hood of the jetski?",2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:13:11,2026-06-04T23:48:06
330,en,I've noticed that there are two different kinds of filler caps on the jetski. How to remove them?,2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:13:22,2026-06-04T23:48:35
331,en,"If I need to manipulate the two kinds of engine switches on the jetski, what should I do?",2005 WaveRunner,英文汇总手册,expert,2005 WaveRunner,英文汇总手册,True,True,True,True,规则命中产品手册,2026-05-25T20:13:40,2026-06-04T23:48:49
