id,question,mode,status,elapsed,agent_type,product_name,manual_name,ret,error
50,"""我购买的大家电需要上门安装，但是安装人员上门后说需要额外收取配件费，而且安装服务原本应该是免费的，同时安装人员操作不规范，导致家电出现轻微损坏，请问该怎么处理？""",reuse_customer,ok,0.00,customer,,,"非常抱歉给您带来不好的安装体验。您这种情况建议按以下方式处理：

1. **先保留证据**  
   请拍照/录像保留：家电损坏位置、安装现场、安装人员信息、额外收费明细/收据、聊天或通话记录等。

2. **核实收费是否合理**  
   免费安装通常指“标准安装服务免费”，但如涉及加长管线、支架、特殊打孔等非标配件，可能会产生配件费。安装人员应提前告知价格并经您确认，且需提供正规收费凭证。  
   如未提前说明、收费不透明或无法提供凭证，您可以拒绝支付或申请退回不合理费用。

3. **立即联系平台/商家售后登记投诉**  
   提供订单号、安装时间、安装人员信息、收费情况和损坏证据，要求售后介入核查。

4. **针对损坏问题申请处理**  
   如确认是安装操作不规范导致，可要求安排上门检测，并根据结果进行**免费维修、换机、补偿或其他售后方案**。

5. **如影响使用安全，建议暂停使用**  
   尤其是空调、热水器、洗衣机等大家电，避免因安装问题造成进一步损坏或安全隐患。

您可以把订单号、收费金额、损坏照片和安装人员信息提交给商家/平台客服，我们会协助核实费用并跟进安装投诉及损坏赔付处理。",
51,"""我购买的商品在质保期内出现质量问题，寄回维修后，维修人员说需要更换配件，而且要收取配件费，但是质保期内应该免费维修，同时维修时间已经超过承诺的7天，请问该怎么处理？"",",reuse_customer,ok,0.00,customer,,,"您好，遇到这种情况建议按以下步骤处理：

1. **先确认收费原因**  
   请维修方提供书面检测结果/维修单，说明配件损坏原因。若属于商品本身质量问题且仍在质保期内，一般应按质保政策免费维修；若被认定为人为损坏、进水、摔坏、私拆、耗材损耗等，可能会产生费用。

2. **暂不要先行支付不明确费用**  
   在未确认收费依据前，建议不要直接支付配件费。可要求售后明确：配件名称、费用明细、收费依据及是否在保修范围外。

3. **要求履行承诺并加急处理**  
   维修已超过承诺的7天，您可以要求售后给出明确完成时间，并申请加急；如因商家/维修方原因延误，可要求相应补偿方案或替换处理方案。

4. **联系平台/店铺售后介入**  
   提供订单号、质保凭证、寄修物流单号、维修单、收费通知、沟通记录等，申请平台客服介入，要求核实是否应免费维修及处理超时问题。

5. **仍无法解决可进一步投诉**  
   若商家无合理依据仍收费或拖延处理，可通过平台投诉入口、12315或消费者协会进行维权。

建议您先把维修方的收费说明和维修单发给商家/平台客服，明确要求：**质保期内质量问题免费维修、取消不合理配件费，并给出超时维修的解决方案和完成时限**。",
52,"""我购买的大型设备需要上门检修，但是检修人员上门后说设备故障无法现场修复，需要拉回仓库维修，而且维修时间不确定，同时我担心设备拉回过程中出现损坏，请问该怎么处理？""",reuse_customer,ok,0.00,customer,,,"您好，您可以按以下方式处理，尽量保障维修进度和运输风险可控：

1. **要求检修人员出具书面说明**  
   请对方在工单/检修单上写明：设备故障情况、无法现场修复原因、需拉回仓库维修、预计维修周期（或无法确定的原因）、联系人及工单编号。

2. **拉回前做好设备交接确认**  
   建议您和工作人员一起拍摄设备外观、配件、序列号、当前故障状态等照片/视频，并在交接单上注明设备现状、附件清单、是否有磕碰划痕，双方签字/线上确认。

3. **确认运输责任和防护措施**  
   请客服或检修人员明确：运输由谁负责、是否有专业包装/固定、防震防护措施，以及运输途中如发生损坏由谁承担责任。建议保留聊天记录或短信确认。

4. **要求提供维修进度和时限**  
   若维修时间不确定，您可以要求售后给出预计检测完成时间、维修方案确认时间，并约定定期反馈进度。

5. **如设备影响使用，可申请临时方案**  
   如果设备属于生产/经营/日常必需使用，您可以向售后申请备用机、加急维修、换新评估或其他补偿方案，具体以订单售后政策和故障检测结果为准。

建议您先不要让设备无单据拉走，务必确认工单、交接单和运输责任后再安排返仓。若工作人员无法提供明确说明，您可以联系平台/商家客服要求升级售后专员介入处理。",
53,"""我想试用商品，但是试用期间商品出现故障，而且不是人为操作导致的，同时我想延长试用期限，请问可以吗？另外故障商品能更换吗？""",reuse_customer,ok,0.00,customer,,,"您好，可以的，建议您尽快提交售后申请，我们会根据商品试用规则和检测结果处理：

1. **试用期延长**  
   如商品在试用期间出现非人为故障，您可以申请延长试用期。是否可延长以及延长多久，需要以商家/平台审核结果为准。

2. **故障商品更换**  
   如果经核实属于商品质量问题，且非人为损坏，一般可以为您办理**换货、维修或退货退款**，具体以商品售后政策为准。

3. **建议您准备以下信息**  
   - 订单号  
   - 故障现象说明  
   - 故障照片/视频  
   - 商品外包装及配件是否齐全  
   - 说明您希望“更换商品并延长试用期”

您可以在订单页面点击【申请售后】提交，或把订单信息发给客服，我们会协助您尽快处理。",
54,"""我购买的商品，收到后发现是临期商品（还有15天过期），但下单时页面未标注临期，而且商品包装上也没有临期提示，我要求退货退款并赔偿，请问可以吗？""",reuse_customer,ok,0.00,customer,,,"您好，遇到这种情况您可以申请售后处理。若下单页面未明确标注“临期商品”，且商品包装/外部也无临期提示，可能属于商品信息披露不充分或与描述不符，您可要求退货退款；赔偿部分需由平台/商家根据核实结果及相关规则判定。

建议您这样操作：

1. **先保留证据**  
   - 订单截图、商品页面截图（显示未标注临期）  
   - 商品生产日期/保质期照片  
   - 收货时间截图、外包装照片  
   - 商品未使用/未拆封状态照片（如有）

2. **提交售后申请**  
   选择原因：**商品与描述不符 / 临期未告知 / 质量问题**，备注说明“收到时仅剩15天过期，下单页及包装均未提示临期”。

3. **运费承担**  
   如核实为商家未提前告知临期，一般应由商家承担退货运费。

4. **关于赔偿**  
   您可以在售后中明确提出赔偿诉求；平台会结合商品类型、页面展示、保质期剩余情况、是否影响使用等进行核实处理。若商家拒绝，您也可以申请平台介入。

我们会优先协助您推动退货退款，并将赔偿诉求一并反馈给商家核实处理。",
55,"""我购买的商品，收到后发现商品的颜色和详情页描述的不一致，详情页是深红色，实际收到的是浅红色，而且商品有轻微的异味，想申请换货""",reuse_customer,ok,0.00,customer,,,"非常抱歉给您带来不好的购物体验。您可以申请换货处理，建议按以下步骤操作：

1. 进入订单页面，点击【申请售后/退换货】  
2. 选择【换货】  
3. 原因可选择【商品与描述不符】或【质量问题】  
4. 上传商品实拍图（对比颜色）、详情页截图，以及异味情况说明  
5. 提交后等待售后审核

请您先保留好商品、吊牌、包装及配件，避免影响换货。若核实确实存在颜色与描述不符或质量问题，换货产生的运费一般由商家承担。审核通过后，按系统提示寄回商品即可。",
57,"""我购买的商品，快递寄到后，我拆开包装发现商品损坏，但是快递员已经离开，没有当场验货，请问还能申请售后吗？""",reuse_customer,ok,0.00,customer,,,"可以申请售后。建议您尽快操作，并保留好相关凭证：

1. **先不要丢弃商品、外包装、快递面单和填充物**。  
2. **拍照/录像取证**：包括商品损坏位置、外包装破损情况、快递面单、整体包装等。  
3. 进入订单页面点击 **“申请售后/退换货”**，选择“商品破损/运输损坏”等原因，上传凭证。  
4. 如系统需要，也可以联系在线客服协助登记，我们会根据凭证与物流情况核实处理。

即使没有当场验货，只要在售后时效内并能提供有效凭证，通常仍可申请处理。建议越早提交越好。",
58,"""我购买的商品，使用时发现商品的功能和详情页描述的不一致，详情页说支持无线充电，实际不支持，而且商品的续航时间也比描述的短很多，要求退货退款并赔偿，请问可以吗？"",",reuse_customer,ok,0.00,customer,,,"您好，给您带来不好的体验非常抱歉。若商品实际功能与详情页描述不一致（如标称支持无线充电但实际不支持、续航明显不符），经核实属于商家/商品描述问题的，一般可以为您办理退货退款；由此产生的退回运费通常由责任方承担。

关于您提出的赔偿诉求，我们会同步提交平台/商家核实处理，是否赔偿及赔偿标准需根据商品页面描述、检测结果、平台规则及相关规定判断，无法在未核实前直接承诺。

建议您先这样操作：  
1. 在订单页面申请【退货退款】，原因选择“商品与描述不符/功能不符”；  
2. 上传证据：详情页标注支持无线充电/续航的截图、商品实际不支持无线充电的视频或照片、续航测试情况说明；  
3. 保留商品、包装、配件、赠品齐全，避免影响退货处理；  
4. 如商家拒绝或处理不一致，您可以申请平台介入，我们会协助核实。

您也可以把订单号和相关凭证发来，我帮您进一步查看处理进度。",
66,"""使用吹风机时，如何调节化油器？""",http,ok,236.42,expert,,,"""化油器设有高速油针(H)、低速油针(L)和怠速调节螺钉(T)三处调节装置 <PIC>。\n基础设置：将H、L油针逆时针旋至限位终点。\n调节步骤：\n1. 检查吹风管与喷口安装到位。\n2. 将H、L调节螺钉逆时针旋至限位终点。\n3. 启动发动机预热1-2分钟。若无法怠速，顺时针旋动T螺钉。\n4. 调节T螺钉维持正常怠速。\n5. 微调L螺钉使发动机达最大怠速，再逆时针旋出最多1/4圈。\n6. 必要时旋动T螺钉提升转速。\n注意：调节H油针时全油门最长10秒，之后需怠速至少10秒；请勿拆除H、L限位装置。化油器调节螺钉位置见 <PIC>。"", [""Manual04_42"", ""Manual04_17""]",
65,"""操作吹风机时，人员需要注意哪些安全要点？""",http,ok,682.47,expert,,,"""操作吹风机时，人员需注意以下安全要点：\n\n1. 操作前准备：必须阅读并理解说明书内容，检查机身警示标识是否完好 <PIC>。确保所有安全装置与防护装置完好，防护装置缺失或检修盖未关闭时严禁操作 <PIC>。\n2. 个人防护与着装：需佩戴合格的听力防护、眼部防护装备，多尘环境需佩戴面罩，穿防滑工作鞋并备好急救箱 <PIC>。禁止穿着宽松衣物或佩戴首饰，长发需束起以防卷入。饮酒、服药、疲劳状态下及未成年人禁止操作。\n3. 操作环境与站位：操作时必须双脚稳固站立在地面上，严禁站在梯子或支架上操作。作业区域10米内禁止无关人员及动物进入 <PIC>。严禁在通风不良空间操作，并注意催化消音器高温带来的火灾危险。\n4. 作业规范：严禁将喷口对准人、动物、娇嫩植物或墙壁等固定物体。加油或安装/拆卸配件前必须先关闭发动机。操作时需通过肩带正确固定设备 <PIC>。角落作业时应从角落向中心吹扫，防止杂物反弹伤眼。"", [""Manual04_2"", ""Blower_02"", ""Manual04_3"", ""Manual04_34""]",
67,"""吹风机冷机时，该如何启动？""",http,ok,808.55,expert,,,"""吹风机冷机启动步骤如下：\n1. 点火：将停机开关调至启动位置。\n2. 设置与泵油：将阻风门控制器调至位置（A）（同时启用自动启动油门），并反复按压泵油膜片直至燃油充满 <PIC>。\n3. 拉绳启动：左手将机身按压在地面（切勿用脚踩），右手握紧启动手柄，缓慢拉绳至有阻力后快速用力拉动 <PIC>。\n4. 启动后调整：发动机点火后立即将阻风门控制器转回原位，重复操作直至启动，随后迅速全开油门 <PIC>。\n注意：切勿完全拉出启动绳或在完全拉出时松手，以免损坏设备 <PIC>。"", [""Manual04_25"", ""Manual04_28"", ""Manual04_27"", ""Manual04_26""]",
64,"""使用吹风机时，人员需要佩戴哪些防护装备？""",http,error,900.01,expert,,,,ReadTimeout: 
