id,question,gpt55_product,current_product,gpt55_manual,current_manual,gpt55_top1_key,current_top1_key,top1_same,retrieval_set_same,overlap_count,gpt55_retrieval_count,current_retrieval_count,gpt55_toc_like_top2,current_toc_like_top2,gpt55_answer_not_provided,current_answer_not_provided,gpt55_top1_preview,current_top1_preview
184,水泵安全排放燃油的正确步骤是什么？,水泵,水泵,水泵手册.txt,水泵手册.txt,"(0, 2216, 2714)","(0, 2619, 2780)",False,False,0,4,4,False,False,False,False,# 提示 •务必将水泵放置在稳固平面，并尽量靠近水源。吸程越高，注水时间越长，出水量越小。 <PIC> # 操作方法 提示 水泵出厂时未加注发动机机油，必须加注机油方可启动。 ①上限 <PIC># 发动机启动 启动发动机前务必向泵内注满水。 1. 将燃油开关手柄置于“ON”位置。 ①“ON” <PIC> 2. 将发动机开关置于“ON”位置。 ①“ON” <PIC> 3. 将阻风门手柄置于关闭位置。 ①阻风门手柄 <PIC> 提示 热机启动无需关闭阻风门，将阻风门手柄置于工作位置即可。 4. 将油门手柄稍向右推。 <PIC> 5. 缓慢拉动反冲启动器至感觉受力，然后快速拉动。 <PIC><PIC,# 发动机停机 1. 将油门手柄完全向左推。 <PIC> 2. 将发动机开关置于“OFF”位置。 ①“OFF” <PIC> 3. 将燃油开关手柄置于“OFF”位置。 ①“OFF” <PIC> # 使用后排水 冬季气温低于0℃（32℉）时，泵体内积水会结冰，可能导致水泵损坏。使用后请从底部排水口排空积水再存放。 <PIC>
185,水泵无法抽水的潜在原因有哪些，该如何有效诊断并解决这些问题？,水泵,水泵,水泵手册.txt,水泵手册.txt,"(0, 1191, 1702)","(0, 4464, 4565)",False,False,0,4,4,False,False,False,False,# 控制功能 水管安装 1. 将接头安装在水泵上。 <PIC> # 注意 将接头安装到水泵时，务必确保垫片安装到位。 2. 用卡箍将软管连接到接头上。 <PIC> 3. 在进水软管末端安装滤网。 <PIC> # 注意 •务必确保软管安装牢固，否则会进气导致无法抽水。 •务必安装滤网，否则会损坏水泵。 请安装滤网：A）YP20G使用直径50毫米（2英寸）吸水口；B）YP30G使用直径80毫米（3英寸）吸水口，滤网孔径均不大于8毫米（0.31英寸）。 机油警告系统 当机油油位低于下限，发动机会自动停机。不补充机油则无法再次启动。 <PIC> 提示 若发动机熄火或无法启动，将发动机开关置于“ON”位,# 无法抽水 o 注水螺塞或放水螺塞松动……拧紧。 o 软管接头或卡箍松动……拧紧。 o O形圈或垫片损坏……更换。 o 机械密封损坏……咨询经销商。 # 存放 机器长期存放需采取预防措施防止老化变质。
186,如何为温控器设置日期和时间，以实现精准的日程和温度控制？,可编程温控器,可编程温控器,可编程温控器手册.txt,可编程温控器手册.txt,"(0, 2531, 3018)","(0, 2531, 2817)",False,False,0,4,4,False,False,False,False,# 调整程序日程 1 按温控器上的菜单键 <PIC>2 显示PROG。按选择键。然后显示开启。按选择键 3 按+或-选择要编辑的日期或日期组。按选择键。 4 按+或-选择要编辑的日程时段（起床、离家、回家、睡眠）。按选择键。 5 显示开启。按选择键保持该时段开启。或按+然后按选择键关闭该时段。 6 时间开始闪烁。按+或-调整日程时段开始时间。按选择键。 7 温度开始闪烁。按+或-调整“供暖”设定温度。按选择键。按+或-调整“制冷”设定温度。按选择键。<PIC> 8 对剩余日程时段重复步骤4至7。 9 完成后按主页键保存程序设置并返回主界面。 <PIC> 快速安装指南 # 程序日程临时覆盖 1按,# 调整程序日程 1 按温控器上的菜单键 <PIC>2 显示PROG。按选择键。然后显示开启。按选择键 3 按+或-选择要编辑的日期或日期组。按选择键。 4 按+或-选择要编辑的日程时段（起床、离家、回家、睡眠）。按选择键。 5 显示开启。按选择键保持该时段开启。或按+然后按选择键关闭该时段。 6 时间开始闪烁。按+或-调整日程时段开始时间。按选择键。 7 温度开始闪烁。按+或-调整“供暖”设定温度。按选择键。按+或-调整“制冷”设定温度。按选择键。<PIC> 8 对剩余日程时段重复步骤4至7。 9 完成后按主页键保存程序设置并返回主界面。 <PIC> 快速安装指南
187,如何调整温控器的系统和风扇运行设置，以优化供暖和制冷效果？,可编程温控器,可编程温控器,可编程温控器手册.txt,可编程温控器手册.txt,"(0, 1765, 2183)","(0, 1939, 2183)",False,False,0,4,4,False,False,False,False,# 22选择系统设置选项。 按+或-更改数值或从可用选项中选择。然后按选择键保存更改并进入下一个系统设置项。 请参阅下方“系统设置选项”查看完整的系统设置编号及选项列表 重复操作直至完成所有系统设置。温控器将自动保存并返回主界面。<PIC>23 继续参阅第10页“系统运行设置”。 <PIC># 系统设置选项 <PIC> <PIC> 快速安装指南 # 系统运行设置 1 按模式键循环切换至下一个可用系统模式。 2 循环切换直至显示所需系统模式并保持激活状态。 注：可用系统模式因型号及系统设置而异。 <PIC> 系统模式： - 自动：温控器根据需要自动选择供暖或制冷。 - 供暖：温控器仅控制供暖系统,# 系统运行设置 1 按模式键循环切换至下一个可用系统模式。 2 循环切换直至显示所需系统模式并保持激活状态。 注：可用系统模式因型号及系统设置而异。 <PIC> 系统模式： - 自动：温控器根据需要自动选择供暖或制冷。 - 供暖：温控器仅控制供暖系统。 - 制冷：温控器仅控制制冷系统 - 应急供暖（仅适用于带辅助加热的热泵）：温控器控制辅助加热。不使用压缩机。 - 关闭：供暖和制冷系统关闭。若风扇设置为开启或循环模式，风扇仍可运行。 注：由于压缩机保护，供暖/制冷指示灯会闪烁5分钟
188,如何调整温控器的程序日程，以实现高效的能源利用和温度控制？,可编程温控器,可编程温控器,可编程温控器手册.txt,可编程温控器手册.txt,"(0, 2531, 3018)","(0, 2325, 2530)",False,False,0,4,4,False,False,False,False,# 调整程序日程 1 按温控器上的菜单键 <PIC>2 显示PROG。按选择键。然后显示开启。按选择键 3 按+或-选择要编辑的日期或日期组。按选择键。 4 按+或-选择要编辑的日程时段（起床、离家、回家、睡眠）。按选择键。 5 显示开启。按选择键保持该时段开启。或按+然后按选择键关闭该时段。 6 时间开始闪烁。按+或-调整日程时段开始时间。按选择键。 7 温度开始闪烁。按+或-调整“供暖”设定温度。按选择键。按+或-调整“制冷”设定温度。按选择键。<PIC> 8 对剩余日程时段重复步骤4至7。 9 完成后按主页键保存程序设置并返回主界面。 <PIC> 快速安装指南 # 程序日程临时覆盖 1按,# 程序日程 您可每天设置四个时间段，工作日和周末可设置不同参数。建议使用预设设置（如下表所示），可有效降低供暖/制冷能耗。 起床——设置起床时间及早晨离家前的所需温度。 离家——设置离家时间及外出时的所需温度（通常为节能温度）。 回家——设置回家时间及晚上就寝前的所需温度。 睡眠——设置就寝时间及夜间所需温度（通常为节能温度）。 <PIC> 上表仅为示例 注：如需临时或永久覆盖上述程序日程，请参阅第12页
189,如何在不影响已编程日程的情况下，临时更改温控器的温度设置？,可编程温控器,可编程温控器,可编程温控器手册.txt,可编程温控器手册.txt,"(0, 2531, 3018)","(0, 2531, 2817)",False,False,0,4,4,False,False,False,False,# 调整程序日程 1 按温控器上的菜单键 <PIC>2 显示PROG。按选择键。然后显示开启。按选择键 3 按+或-选择要编辑的日期或日期组。按选择键。 4 按+或-选择要编辑的日程时段（起床、离家、回家、睡眠）。按选择键。 5 显示开启。按选择键保持该时段开启。或按+然后按选择键关闭该时段。 6 时间开始闪烁。按+或-调整日程时段开始时间。按选择键。 7 温度开始闪烁。按+或-调整“供暖”设定温度。按选择键。按+或-调整“制冷”设定温度。按选择键。<PIC> 8 对剩余日程时段重复步骤4至7。 9 完成后按主页键保存程序设置并返回主界面。 <PIC> 快速安装指南 # 程序日程临时覆盖 1按,# 调整程序日程 1 按温控器上的菜单键 <PIC>2 显示PROG。按选择键。然后显示开启。按选择键 3 按+或-选择要编辑的日期或日期组。按选择键。 4 按+或-选择要编辑的日程时段（起床、离家、回家、睡眠）。按选择键。 5 显示开启。按选择键保持该时段开启。或按+然后按选择键关闭该时段。 6 时间开始闪烁。按+或-调整日程时段开始时间。按选择键。 7 温度开始闪烁。按+或-调整“供暖”设定温度。按选择键。按+或-调整“制冷”设定温度。按选择键。<PIC> 8 对剩余日程时段重复步骤4至7。 9 完成后按主页键保存程序设置并返回主界面。 <PIC> 快速安装指南
190,当设备或系统出现警报界面时，应采取哪些操作？,可编程温控器,可编程温控器,可编程温控器手册.txt,可编程温控器手册.txt,"(0, 1765, 2183)","(0, 4379, 4538)",False,False,0,4,4,False,False,False,False,# 22选择系统设置选项。 按+或-更改数值或从可用选项中选择。然后按选择键保存更改并进入下一个系统设置项。 请参阅下方“系统设置选项”查看完整的系统设置编号及选项列表 重复操作直至完成所有系统设置。温控器将自动保存并返回主界面。<PIC>23 继续参阅第10页“系统运行设置”。 <PIC># 系统设置选项 <PIC> <PIC> 快速安装指南 # 系统运行设置 1 按模式键循环切换至下一个可用系统模式。 2 循环切换直至显示所需系统模式并保持激活状态。 注：可用系统模式因型号及系统设置而异。 <PIC> 系统模式： - 自动：温控器根据需要自动选择供暖或制冷。 - 供暖：温控器仅控制供暖系统,# 警报界面 1 主界面会显示警报图标。 您可在菜单中查看警报以了解错误/警报代码。查看后主界面将保留警报符号直至清除。 <PIC> 2 暂态警报将在警报菜单界面取消7天后再次显示。 <PIC> 3 当警报图标出现时，对照下表查看错误代码以确定问题。 <PIC> 4 暂态警报。 <PIC> 5 取消警报。 <PIC>
191,针对热泵应如何修改接线，以确保连接正确且功能正常？,可编程温控器,可编程温控器,可编程温控器手册.txt,可编程温控器手册.txt,"(0, 3019, 3520)","(0, 3232, 3340)",False,False,0,4,4,False,False,False,False,# 常规系统接线 备用接线（常规系统） 若标签与端子不匹配，请按下图连接电线（见下方注释） # 注释： 1. 若必须同时连接R和Rc电线，将R滑动开关拨至向下位置（2根电线）。 2.若旧温控器同时有R和RH电线，将R滑动开关拨至向下位置（2根电线）。然后将R线连接至Rc端子，RH线连接至R端子。 3. 若旧温控器仅有1根C或C1电线，将其连接至C端子。若旧温控器有2根C或C1电线，分别用电工胶带包裹且不连接。 <PIC> # 热泵系统接线 # 连接电线：热泵 将每根标记电线与新温控器上的相同字母匹配 将电线插入对应端子。 注：若插入电线困难，可按下对应端子旁的端子按钮 标签不匹配？ 若标签与温,# 热泵系统接线 # 连接电线：热泵 将每根标记电线与新温控器上的相同字母匹配 将电线插入对应端子。 注：若插入电线困难，可按下对应端子旁的端子按钮 标签不匹配？ 若标签与温控器字母不匹配，请参阅第13页 <PIC>
192,如何安全更换温控器的电池，确保更换后设备功能正常？,可编程温控器,可编程温控器,可编程温控器手册.txt,可编程温控器手册.txt,"(0, 3521, 4028)","(0, 3868, 4028)",False,False,0,4,4,False,False,False,False,# 高级菜单 同时按住菜单键和+键约5秒进入高级菜单。 <PIC> 2 按选择键进入系统设置（ISU）菜单。 3 按选择键循环切换系统设置编号。注：请参阅第8页“系统设置选项”查看完整的系统设置编号及选项列表 <PIC> 4 按+或-更改数值或从可用选项中选择。 5 按选择键保存更改并进入下一个系统设置编号。<PIC>6 完成所有系统设置编号循环后，显示“完成”。按选择键保存并退出。 如需提前保存退出，按主页键返回主界面。 # 智能响应技术 该功能可让温控器“学习”炉子和空调达到程序设定温度所需的时间，确保在您设定的时间达到目标温度。例如：将起床时间设为早上6点，温度设为70°F。供暖系统会在,# 更换电池 温控器需电池供电。电池低电量图标出现时请立即更换新电池。该图标会在电池耗尽前约两个月显示。 即使未出现电池低电量图标，也应每年更换一次电池，或离家超过一个月前更换。 若两分钟内完成电池更换，无需重新设置时间和日期。所有其他设置将永久存储在内存中，无需电池供电。 <PIC> 注：更换电池时建议使用碱性电池。
193,当标签与端子不匹配时，应如何正确为温控器重新接线，确保连接无误？,可编程温控器,可编程温控器,可编程温控器手册.txt,可编程温控器手册.txt,"(0, 3019, 3520)","(0, 3232, 3340)",False,False,0,4,4,False,False,False,False,# 常规系统接线 备用接线（常规系统） 若标签与端子不匹配，请按下图连接电线（见下方注释） # 注释： 1. 若必须同时连接R和Rc电线，将R滑动开关拨至向下位置（2根电线）。 2.若旧温控器同时有R和RH电线，将R滑动开关拨至向下位置（2根电线）。然后将R线连接至Rc端子，RH线连接至R端子。 3. 若旧温控器仅有1根C或C1电线，将其连接至C端子。若旧温控器有2根C或C1电线，分别用电工胶带包裹且不连接。 <PIC> # 热泵系统接线 # 连接电线：热泵 将每根标记电线与新温控器上的相同字母匹配 将电线插入对应端子。 注：若插入电线困难，可按下对应端子旁的端子按钮 标签不匹配？ 若标签与温,# 热泵系统接线 # 连接电线：热泵 将每根标记电线与新温控器上的相同字母匹配 将电线插入对应端子。 注：若插入电线困难，可按下对应端子旁的端子按钮 标签不匹配？ 若标签与温控器字母不匹配，请参阅第13页 <PIC>
194,遇到温控器故障时，可采用哪些故障排除解决方案？,可编程温控器,可编程温控器,可编程温控器手册.txt,可编程温控器手册.txt,"(0, 4539, 5013)","(0, 4539, 4766)",False,False,0,4,4,False,False,False,False,# 警报代码 <PIC> # 故障排除 若温控器出现问题，请尝试以下建议 大多数问题均可快速简便解决。 # 屏幕空白 无法将系统设置切换至制冷模式 若使用电池供电，请确保已正确安装全新AA碱性电池（见第6页）。检查系统设置选项220，确保设置为1或2（见第9页）。 需要供暖时风扇不启动 检查系统设置选项205，确保设置与您的供暖设备匹配（见第8页）。 制冷模式下供暖系统运行 检查系统设置选项200或218，确保设置与您的供暖和制冷设备匹配（见第9页） # 供暖或制冷系统无响应 按系统键将系统设置为供暖。确保温度设定高于室内温度。 设置低于室内温度。检查断路器并在必要时复位。确保供暖和制冷系统的,# 警报代码 <PIC> # 故障排除 若温控器出现问题，请尝试以下建议 大多数问题均可快速简便解决。 # 屏幕空白 无法将系统设置切换至制冷模式 若使用电池供电，请确保已正确安装全新AA碱性电池（见第6页）。检查系统设置选项220，确保设置为1或2（见第9页）。 需要供暖时风扇不启动 检查系统设置选项205，确保设置与您的供暖设备匹配（见第8页）。 制冷模式下供暖系统运行 检查系统设置选项200或218，确保设置与您的供暖和制冷设备匹配（见第9页）
195,设备或系统中构成处理器单元的关键组件或部件有哪些？,VR头显,VR头显,VR头显手册.txt,VR头显手册.txt,"(0, 4189, 4642)","(0, 4509, 4642)",False,False,0,4,5,False,False,False,False,# 处理器单元 正面<PIC> A）状态指示灯 白色：已开机 红色：待机模式 B）AUX端口 C）HDMI输出端口 背面<PIC> A）HDMI电视端口 B）HDMI PS4端口 C）USB端口 D）DC IN 12V接口 E）通风口 # 立体声耳机 <PIC>A）耳塞 # 更换耳塞 立体声耳机出厂时已安装M号耳塞。可更换为S号或L号耳塞以获得更贴合的佩戴效果。取下时，旋转耳塞后将其拔下即可。<PIC> 请牢固安装耳塞，防止使用过程中意外脱落。 # 保养与清洁 清洁时请务必遵守以下说明。 ● 出于安全考虑，清洁前请拔下电源线并断开其他所有线缆。 ● 请勿使用溶剂或其他化学药剂清洁产品外壳。 ●,# 处理器单元外壳、VR头显外壳、头托、接口 若有污渍，用柔软干布擦拭即可。 若处理器单元、电源线或其他部件上的接口变脏，可能导致信号传输异常。若耳机或头显接口不洁，还可能出现噪音或声音中断。 # 镜片 仅使用专用柔软干布擦拭镜片。请勿使用纸巾等非镜片专用纸质产品。
196,耳机有哪些类型，以及如何更换耳塞？,VR头显,VR头显,VR头显手册.txt,VR头显手册.txt,"(0, 1323, 2147)","(0, 4307, 4508)",False,False,0,4,5,False,False,False,False,# 使用与操作 ● 连接前，检查接口是否无灰尘及细小杂物。 ● 请勿抓着线缆甩动VR头显或电源适配器。 ● 待头显上的追踪灯熄灭后，再取下VR头显或拔下头显连接线。灯光亮起时取下或拔线可能导致设备故障。 ● 请勿在产品上放置物品、投掷或摔落产品，或使其遭受强烈物理撞击。 ● 请将本产品放置在幼儿接触不到的地方。幼儿可能吞咽细小零件、拉扯线缆导致处理器单元或VR头显坠落，或将线缆缠绕在身上，可能造成人身伤害、意外或设备故障。 ● 雷雨天气时，请勿触碰电源线、电源适配器或处理器单元。 ● 请勿让液体或细小颗粒进入产品内部（接口、通风口等）。若发生此情况，请立即停止使用并断开电源。 ● 请勿将产品暴,# 立体声耳机 <PIC>A）耳塞 # 更换耳塞 立体声耳机出厂时已安装M号耳塞。可更换为S号或L号耳塞以获得更贴合的佩戴效果。取下时，旋转耳塞后将其拔下即可。<PIC> 请牢固安装耳塞，防止使用过程中意外脱落。 # 保养与清洁 清洁时请务必遵守以下说明。 ● 出于安全考虑，清洁前请拔下电源线并断开其他所有线缆。 ● 请勿使用溶剂或其他化学药剂清洁产品外壳。 ● 请勿使用经化学处理的清洁布擦拭产品。
197,为保持遮光罩的清晰度和功能性，正确的清洁步骤是什么？,VR头显,VR头显,VR头显手册.txt,VR头显手册.txt,"(0, 1323, 2147)","(0, 4643, 4883)",False,False,0,4,5,False,False,False,False,# 使用与操作 ● 连接前，检查接口是否无灰尘及细小杂物。 ● 请勿抓着线缆甩动VR头显或电源适配器。 ● 待头显上的追踪灯熄灭后，再取下VR头显或拔下头显连接线。灯光亮起时取下或拔线可能导致设备故障。 ● 请勿在产品上放置物品、投掷或摔落产品，或使其遭受强烈物理撞击。 ● 请将本产品放置在幼儿接触不到的地方。幼儿可能吞咽细小零件、拉扯线缆导致处理器单元或VR头显坠落，或将线缆缠绕在身上，可能造成人身伤害、意外或设备故障。 ● 雷雨天气时，请勿触碰电源线、电源适配器或处理器单元。 ● 请勿让液体或细小颗粒进入产品内部（接口、通风口等）。若发生此情况，请立即停止使用并断开电源。 ● 请勿将产品暴,# 遮光罩 将遮光罩从VR头显上取下，用水清洗。用软布完全擦干后再装回头显。 将遮光罩上的凸点与头显上的13个孔对齐，重新安装即可。<PIC> # 通风口 使用吸尘器等工具清除通风口积聚的灰尘。 # 耳塞 将耳塞从立体声耳机上取下，用中性洗涤剂手洗。用软布完全擦干后再装回耳机。取下耳塞的详细说明，请参阅“更换耳塞”（第13页）。 长时间接触水或灰尘可能损坏镜片并缩短其使用寿命。 在欧洲及土耳其地区，当您在电气产品或包装上看到此符号时，表示相关电气产品不应作为普通生活垃圾处理。
198,为确保安全且最佳的使用效果，游玩区域的推荐尺寸是多少？,VR头显,VR头显,VR头显手册.txt,VR头显手册.txt,"(0, 0, 5)","(0, 0, 227)",False,False,0,4,5,False,False,False,False,使用说明书,使用说明书 # 警告 使用本产品前，请仔细阅读本说明书及配套硬件的相关手册，并遵守所有警告及安装说明。请妥善保管，以备日后参考。 ● VR头显不适用于12岁以下儿童。 ● 若您感到疲劳、头晕、头昏、恶心、身体不适、处于醉酒或服药状态，或运动感、平衡感受损，请勿使用PS VR。若您患有严重疾病，使用PS VR前请咨询医生。 ● 佩戴VR头显会限制您对周围真实环境的视野。VR头显无法检测障碍物。使用前，请检查并清理大于游玩区域的活动空间，清除所有障碍物。
199,使用和操作VR头显时应采取哪些安全预防措施，以确保用户安全和设备使用寿命？,VR头显,VR头显,VR头显手册.txt,VR头显手册.txt,"(0, 1323, 2147)","(0, 1294, 1537)",False,False,0,4,6,False,False,False,False,# 使用与操作 ● 连接前，检查接口是否无灰尘及细小杂物。 ● 请勿抓着线缆甩动VR头显或电源适配器。 ● 待头显上的追踪灯熄灭后，再取下VR头显或拔下头显连接线。灯光亮起时取下或拔线可能导致设备故障。 ● 请勿在产品上放置物品、投掷或摔落产品，或使其遭受强烈物理撞击。 ● 请将本产品放置在幼儿接触不到的地方。幼儿可能吞咽细小零件、拉扯线缆导致处理器单元或VR头显坠落，或将线缆缠绕在身上，可能造成人身伤害、意外或设备故障。 ● 雷雨天气时，请勿触碰电源线、电源适配器或处理器单元。 ● 请勿让液体或细小颗粒进入产品内部（接口、通风口等）。若发生此情况，请立即停止使用并断开电源。 ● 请勿将产品暴,# 注意事项 # 安全 ● 请勿损坏电源线及电源适配器。 # 使用与操作 ● 连接前，检查接口是否无灰尘及细小杂物。 ● 请勿抓着线缆甩动VR头显或电源适配器。 ● 待头显上的追踪灯熄灭后，再取下VR头显或拔下头显连接线。灯光亮起时取下或拔线可能导致设备故障。 ● 请勿在产品上放置物品、投掷或摔落产品，或使其遭受强烈物理撞击。 ● 请将本产品放置在幼儿接触不到的地方。幼儿可能吞咽细小零件、拉扯线缆导致处理器单元或VR头显坠落，或将线缆缠绕在身上，可能造成人身伤害、意外或设备故障。
200,功能键盘的保修政策通常包含哪些内容，又不包含哪些内容？,功能键盘,功能键盘,功能键盘手册.txt,功能键盘手册.txt,"(0, 1941, 2369)","(0, 1941, 2044)",False,False,0,4,6,False,False,False,False,# III. 保修范围与除外责任 请注意，本保修并非无条件保障。若产品在保修期内出现经合理判定的故障，我们将根据库存情况，自行决定为您提供维修或更换服务，更换产品可为全新或翻新，功能相近且价值相等或更高。 以下情况不在保修范围内： • 未经许可对产品或序列号/保修标签进行改装； • 非制造缺陷导致的任何损坏； • 因意外、滥用、误用、疏忽、火灾、进水、雷击或其他自然灾害、未经授权改装产品或未遵循产品说明书操作导致的损坏、老化或故障； • 安装不当、未经授权的更改或改装、或由非授权人员进行维修或尝试维修； • 运输途中损坏（需向承运方提出索赔）； • 正常磨损。 我们不保证本产品满足您的所有需求,# III. 保修范围与除外责任 请注意，本保修并非无条件保障。若产品在保修期内出现经合理判定的故障，我们将根据库存情况，自行决定为您提供维修或更换服务，更换产品可为全新或翻新，功能相近且价值相等或更高。
201,功能键盘的保修政策中，损害赔偿的除外责任或免责声明通常是什么？,功能键盘,功能键盘,功能键盘手册.txt,功能键盘手册.txt,"(0, 2370, 2790)","(0, 2370, 2508)",False,False,0,4,5,False,False,False,False,# IV. 损害免责条款 本保修项下我们的唯一义务与责任，仅限于自行选择以全新或翻新、功能相近且价值相等或更高的产品维修或更换故障产品。在任何情况下，我们均不对任何间接或继发性损害承担责任，包括但不限于服务中断、数据丢失、业务损失，或因本产品或其使用、持有相关的民事侵权责任。 # V. 默示担保限制 不存在其他明示或默示担保，包括但不限于适销性或特定用途适用性担保。默示担保的有效期仅限于I款规定的保修期限。 # VI. 获取技术支持 如您已查阅产品用户手册仍需帮助，可通过电话、电子邮件联系我们，或访问售后支持网站。 # VII. 如何申请保修服务 直接购买的产品如需保修服务，必须通过售后支持网,# IV. 损害免责条款 本保修项下我们的唯一义务与责任，仅限于自行选择以全新或翻新、功能相近且价值相等或更高的产品维修或更换故障产品。在任何情况下，我们均不对任何间接或继发性损害承担责任，包括但不限于服务中断、数据丢失、业务损失，或因本产品或其使用、持有相关的民事侵权责任。
202,如何设置功能键盘？,功能键盘,功能键盘,功能键盘手册.txt,功能键盘手册.txt,"(0, 0, 386)","(0, 0, 154)",False,False,0,4,4,False,False,False,False,<PIC> # 目录 1. 简介 02 2. 关于功能键盘 03 包装内容及 3. 说明 04 4. 功能键盘 06 更换键帽及 6. 轴体 10 使用功能 7. 键盘搭配CAM软件 14 在硬件模式下 8. 使用键盘 15 9. 附录 A-1 5. 键盘设置 09 # 1. 简介 恭喜您拥有专属的功能键盘！无论您是专业主播还是休闲玩家，我们都衷心欢迎您的到来。<PIC> # 2. 关于功能键盘 本功能键盘专为打造PC电竞桌面核心而设计。全键位热插拔机械轴体与100%标准底行设计，支持全面自定义与个性化设置。<PIC> # 3. 包装内容及说明 A. 键盘<PIC> B. USB线<PIC> ,<PIC> # 目录 1. 简介 02 2. 关于功能键盘 03 包装内容及 3. 说明 04 4. 功能键盘 06 更换键帽及 6. 轴体 10 使用功能 7. 键盘搭配CAM软件 14 在硬件模式下 8. 使用键盘 15 9. 附录 A-1 5. 键盘设置 09
203,如何拆卸和重新安装功能键盘的轴体？,功能键盘,功能键盘,功能键盘手册.txt,功能键盘手册.txt,"(0, 869, 1364)","(0, 742, 984)",False,False,0,4,4,False,False,False,False,# 6.2 轴体拆卸/重新安装 使用附赠的拔轴器，从顶部夹住轴体，将工具两端沿轴体前后方向放置。轴体由两个卡扣固定在定位板上，按下卡扣即可拆卸。注意工具请勿刮擦上盖面板，无需从轴体下方撬动。仅需夹住轴体外壳底部两侧即可。<PIC> # 6.2 轴体拆卸/重新安装 安装轴体前，请确保所有针脚笔直，无弯曲或折向轴底外壳的情况。目视检查轴体上的两个金属针脚与键盘上的轴座插孔对应。垂直向下用力将轴体插入键盘插槽。正确插入后，轴体外壳两侧应紧贴键盘上盖面板。<PIC> # 7. 使用功能键盘搭配CAM软件 # A. 下载并安装CAM软件 前往官网下载最新版CAM软件 # B. 设置CAM配置文件并存储至,# 6. 更换键帽及轴体 6.1 键帽拆卸/重新安装 11 6.2 轴体拆卸/重新安装 12 # 6.1 键帽拆卸/重新安装 使用附赠的拔键器，将工具套在键帽顶部，轻轻向上拔出即可。若轴体随键帽一同拔出，请参考下文安装指南重新安装。<PIC><PIC> # 6.2 轴体拆卸/重新安装 使用附赠的拔轴器，从顶部夹住轴体，将工具两端沿轴体前后方向放置。轴体由两个卡扣固定在定位板上，按下卡扣即可拆卸。注意工具请勿刮擦上盖面板，无需从轴体下方撬动。仅需夹住轴体外壳底部两侧即可。<PIC>
204,如何将功能键盘搭配CAM软件使用？,功能键盘,功能键盘,功能键盘手册.txt,功能键盘手册.txt,"(0, 869, 1364)","(0, 985, 1235)",False,False,0,4,4,False,False,False,False,# 6.2 轴体拆卸/重新安装 使用附赠的拔轴器，从顶部夹住轴体，将工具两端沿轴体前后方向放置。轴体由两个卡扣固定在定位板上，按下卡扣即可拆卸。注意工具请勿刮擦上盖面板，无需从轴体下方撬动。仅需夹住轴体外壳底部两侧即可。<PIC> # 6.2 轴体拆卸/重新安装 安装轴体前，请确保所有针脚笔直，无弯曲或折向轴底外壳的情况。目视检查轴体上的两个金属针脚与键盘上的轴座插孔对应。垂直向下用力将轴体插入键盘插槽。正确插入后，轴体外壳两侧应紧贴键盘上盖面板。<PIC> # 7. 使用功能键盘搭配CAM软件 # A. 下载并安装CAM软件 前往官网下载最新版CAM软件 # B. 设置CAM配置文件并存储至,# 6.2 轴体拆卸/重新安装 安装轴体前，请确保所有针脚笔直，无弯曲或折向轴底外壳的情况。目视检查轴体上的两个金属针脚与键盘上的轴座插孔对应。垂直向下用力将轴体插入键盘插槽。正确插入后，轴体外壳两侧应紧贴键盘上盖面板。<PIC> # 7. 使用功能键盘搭配CAM软件 # A. 下载并安装CAM软件 前往官网下载最新版CAM软件 # B. 设置CAM配置文件并存储至键盘 本功能键盘自带四个板载配置文件，可通过CAM软件设置并保存。配置信息保存后，无需运行CAM即可使用已存储的灯光、宏命令等功能。
205,如何在硬件模式下使用功能键盘？,功能键盘,功能键盘,功能键盘手册.txt,功能键盘手册.txt,"(0, 0, 386)","(0, 0, 154)",False,False,0,4,4,False,False,False,False,<PIC> # 目录 1. 简介 02 2. 关于功能键盘 03 包装内容及 3. 说明 04 4. 功能键盘 06 更换键帽及 6. 轴体 10 使用功能 7. 键盘搭配CAM软件 14 在硬件模式下 8. 使用键盘 15 9. 附录 A-1 5. 键盘设置 09 # 1. 简介 恭喜您拥有专属的功能键盘！无论您是专业主播还是休闲玩家，我们都衷心欢迎您的到来。<PIC> # 2. 关于功能键盘 本功能键盘专为打造PC电竞桌面核心而设计。全键位热插拔机械轴体与100%标准底行设计，支持全面自定义与个性化设置。<PIC> # 3. 包装内容及说明 A. 键盘<PIC> B. USB线<PIC> ,<PIC> # 目录 1. 简介 02 2. 关于功能键盘 03 包装内容及 3. 说明 04 4. 功能键盘 06 更换键帽及 6. 轴体 10 使用功能 7. 键盘搭配CAM软件 14 在硬件模式下 8. 使用键盘 15 9. 附录 A-1 5. 键盘设置 09
